;ArticleTitle;Question;Answer;DifficultyFromQuestioner;DifficultyFromAnswerer;ArticleFile;BT_Level
884;Liechtenstein;what happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords ?;the liechtenstein dynasty acquired vast swaths of land;;medium;S08_set2_a1;Comprehension
885;Millard_Fillmore;did webster write , `` i can now sleep of nights '' ?;yes.;easy;easy;S08_set3_a3;Evaluation
886;Millard_Fillmore;did webster write , `` i can now sleep of nights '' ?;yes;easy;easy;S08_set3_a3;Evaluation
887;Millard_Fillmore;was the arrival of louis kossuth ( exiled leader of a failed hungarian revolution ) another issue that presented itself during fillmore 's presidency ?;yes;easy;easy;S08_set3_a3;Analysis
888;Millard_Fillmore;was the arrival of louis kossuth ( exiled leader of a failed hungarian revolution ) another issue that presented itself during fillmore 's presidency ?;yes;easy;easy;S08_set3_a3;Analysis
889;Millard_Fillmore;did he die at 11:10 p.m. on march 8 , 1874 , of the after-effects of a stroke ?;yes;easy;easy;S08_set3_a3;Comprehension
890;Millard_Fillmore;did he die at 11:10 p.m. on march 8 , 1874 , of the after-effects of a stroke ?;yes;easy;easy;S08_set3_a3;Comprehension
891;Millard_Fillmore;who got seward elected to the senate ?;weed;medium;medium;S08_set3_a3;Knowledge
892;Millard_Fillmore;who got seward elected to the senate ?;weed ultimately got seward elected to the senate;medium;medium;S08_set3_a3;Knowledge
893;Millard_Fillmore;where was commodore matthew c. perry sent to open japan to western trade ?;japan;medium;medium;S08_set3_a3;Knowledge
894;Millard_Fillmore;where was commodore matthew c. perry sent to open japan to western trade ?;commodore matthew c. perry send to japan;medium;hard;S08_set3_a3;Knowledge
895;Millard_Fillmore;what is the remarkable millard fillmore ?;a fake biography based on real events that happened in fillmore 's life.;medium;medium;S08_set3_a3;Knowledge
896;Millard_Fillmore;what is the remarkable millard fillmore ?;in 2007 , george pendle wrote the remarkable millard fillmore , a fake biography based on real events that happened in fillmore 's life;medium;medium;S08_set3_a3;Knowledge
897;Millard_Fillmore;did fillmore form a law partnership before or after he founded the private university of buffalo ?;before.;hard;hard;S08_set3_a3;Synthesis
898;Millard_Fillmore;did fillmore form a law partnership before or after he founded the private university of buffalo ?;law partnership founded before university of buffalo;hard;hard;S08_set3_a3;Synthesis
899;Millard_Fillmore;did fillmore run for president a second time ?;yes;hard;medium;S08_set3_a3;Synthesis
900;Millard_Fillmore;did fillmore run for president a second time ?;i don 't know ( semantic ambiguity );hard;too hard;S08_set3_a3;Synthesis
901;Millard_Fillmore;how long after the death of his first wife did fillmore marry caroline mcintosh ?;where is the death date of his first wife ?;hard;too hard;S08_set3_a3;Knowledge
902;Millard_Fillmore;was millard fillmore the thirteenth president of the united states ?;yes;easy;easy;S08_set3_a3;Application
903;Millard_Fillmore;was millard fillmore the thirteenth president of the united states ?;yes;easy;easy;S08_set3_a3;Application
904;Millard_Fillmore;was millard fillmore born on january 7 , 1800 ?;yes;easy;medium;S08_set3_a3;Knowledge
905;Millard_Fillmore;was millard fillmore born on january 7 , 1800 ?;yes;easy;easy;S08_set3_a3;Knowledge
906;Millard_Fillmore;did millard fillmore die on march 8 , 1974 ?;no;easy;easy;S08_set3_a3;Synthesis
907;Millard_Fillmore;did millard fillmore die on march 8 , 1974 ?;no;easy;easy;S08_set3_a3;Synthesis
908;Millard_Fillmore;where was millard fillmore born ?;in a log cabin in summerhill , new york;medium;easy;S08_set3_a3;Knowledge
909;Millard_Fillmore;where was millard fillmore born ?;in a log cabin in summerhill , new york;medium;medium;S08_set3_a3;Knowledge
910;Millard_Fillmore;to whom was millard fillmore born to ?;to nathaniel and phoebe millard fillmore;medium;easy;S08_set3_a3;Knowledge
911;Millard_Fillmore;to whom was millard fillmore born to ?;to nathaniel and phoebe millard fillmore;medium;medium;S08_set3_a3;Knowledge
912;Millard_Fillmore;who did millard fillmore fall in love with ?;he fell in love with abigail powers;medium;easy;S08_set3_a3;Knowledge
913;Millard_Fillmore;who did millard fillmore fall in love with ?;abigail powers;medium;medium;S08_set3_a3;Knowledge
914;Millard_Fillmore;what did taylor and fillmore disagree upon ?;slavory issues;hard;easy;S08_set3_a3;Analysis
915;Millard_Fillmore;what did taylor and fillmore disagree upon ?;taylor and fillmore disagreed on the slavery issue in the new western territories taken from mexico in the mexican-american war;hard;medium;S08_set3_a3;Analysis
916;Millard_Fillmore;how did fillmore ascend to the presidency ?;upon the death of the sitting president , taylor;hard;medium;S08_set3_a3;Knowledge
917;Millard_Fillmore;how did fillmore ascend to the presidency ?;official white house portrait of millard fillmorefillmore ascended to the presidency upon the sudden and unexpected death of president taylor in july 1850.;hard;hard;S08_set3_a3;Knowledge
918;Millard_Fillmore;how did the supporters of henry clay feel about fillmore in 1848 ?;they were ok with him;hard;too hard;S08_set3_a3;Evaluation
919;Millard_Fillmore;how did the supporters of henry clay feel about fillmore in 1848 ?;angry;hard;hard;S08_set3_a3;Evaluation
920;Millard_Fillmore;who was first apprenticed to a fuller to learn the cloth-making trade ?;millard fillmore;;easy;S08_set3_a3;Knowledge
921;Millard_Fillmore;he founded the private university of buffalo on what date ?;1846;;easy;S08_set3_a3;Knowledge
922;Millard_Fillmore;who or what fell in love with abigail powers ?;millard fillmore;;easy;S08_set3_a3;Knowledge
923;Millard_Fillmore;was fillmore one of the founders of the university of buffalo ?;yes;;easy;S08_set3_a3;Synthesis
924;Millard_Fillmore;was another primary objective of fillmore to preserve the union from the intensifying slavery debate ?;yes;;easy;S08_set3_a3;Analysis
925;Millard_Fillmore;was fillmore the second chancellor , a position he maintained while both vice president and president ?;no;;easy;S08_set3_a3;Evaluation
926;Millard_Fillmore;is fillmore the first of two presidents to have been an indentured servant ?;yes;;easy;S08_set3_a3;Application
927;Millard_Fillmore;is the comic strip mallard fillmore named after the president ?;yes;;easy;S08_set3_a3;Synthesis
928;Millard_Fillmore;was fillmore the first u.s. president born after the death of a former president ?;yes;;easy;S08_set3_a3;Application
929;Millard_Fillmore;did fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?;no;;easy;S08_set3_a3;Comprehension
930;Millard_Fillmore;what happened in a log cabin in summerhill , new york ?;fillmore was born;;easy;S08_set3_a3;Knowledge
931;Nikola_Tesla;who was born precisely at midnight during an electrical storm , to a serbian family in the village of smiljan near gospić , in the lika region of the croatian krajina in military frontier ( part of the austrian empire ) , in the present-day croatia . ?;nikola tesla;;easy;S08_set4_a3;Synthesis
932;Nikola_Tesla;are there at least two films describing tesla 's life ?;yes.;;easy;S08_set4_a3;Knowledge
933;Nikola_Tesla;have a number of live theatrical plays based on tesla 's life been produced and staged worldwide ?;yes.;;easy;S08_set4_a3;Application
934;otter;do sea otters have long muscular tails ?;no;easy;medium;S08_set1_a7;Synthesis
935;otter;do sea otters have long muscular tails ?;no;easy;medium;S08_set1_a7;Synthesis
936;otter;can otters survive in cold water ?;yes;easy;medium;S08_set1_a7;Synthesis
937;otter;can otters survive in cold water ?;yes;easy;medium;S08_set1_a7;Synthesis
938;otter;does the giant otter inhabit south africa ?;no;easy;easy;S08_set1_a7;Knowledge
939;otter;does the giant otter inhabit south africa ?;no;easy;easy;S08_set1_a7;Knowledge
940;otter;how many species of otter are there ?;13;medium;easy;S08_set1_a7;Knowledge
941;otter;how many species of otter are there ?;13;medium;medium;S08_set1_a7;Knowledge
942;otter;what do river otters eat ?;a variety of fish and shellfish , as well as small land mammals and birds;medium;easy;S08_set1_a7;Knowledge
943;otter;what do river otters eat ?;a variety of fish and shellfish , as well as small land mammals and birds;medium;medium;S08_set1_a7;Knowledge
944;otter;how much do sea otters weigh ?;30 kg ( about 65 pounds );medium;easy;S08_set1_a7;Knowledge
945;otter;how much do sea otters weigh ?;30 kg ( about 65 pounds );medium;medium;S08_set1_a7;Knowledge
946;otter;how do sea otters insulate themselves ?;a layer of air trapped in their fur;hard;hard;S08_set1_a7;Synthesis
947;otter;how do sea otters insulate themselves ?;as with other species of otter , they rely on a layer of air trapped in their fur , which they keep topped up by blowing into the fur from their mouths.;hard;hard;S08_set1_a7;Synthesis
948;otter;why are sea otters nearly extinct ?;they 've been hunted for their fur;hard;hard;S08_set1_a7;Knowledge
949;otter;why are sea otters nearly extinct ?;sea otters have some 200,000 hairs per square cm of skin , a rich fur for which humans hunted them;hard;hard;S08_set1_a7;Knowledge
950;otter;what is one of the challenges of re-establishing a population of eurasian otters in the uk ?;roadkill deaths;hard;hard;S08_set1_a7;Knowledge
951;otter;what is one of the challenges of re-establishing a population of eurasian otters in the uk ?;roadkill deaths have become one of the significant threats to the success of their re-establishment.;hard;hard;S08_set1_a7;Knowledge
952;otter;is otter a kind of mammal ?;yes;easy;easy;S08_set1_a7;Application
953;otter;is otter a kind of mammal ?;yes.;easy;easy;S08_set1_a7;Application
954;otter;how many species and genera does otter have ?;13 species and 7 genera;easy;easy;S08_set1_a7;Knowledge
955;otter;how many species and genera does otter have ?;13 species in 7 genera.;easy;medium;S08_set1_a7;Knowledge
956;otter;do otters live in water ?;yes;easy;hard;S08_set1_a7;Application
957;otter;do otters live in water ?;yes.;easy;easy;S08_set1_a7;Application
958;otter;what do river otters eat ?;river otters eat a variety of fish and shellfish , as well as small land mammals and birds.;medium;easy;S08_set1_a7;Knowledge
959;otter;what do river otters eat ?;river otters eat a variety of fish and shellfish , as well as small land mammals and birds.;medium;medium;S08_set1_a7;Knowledge
960;otter;where do sea otters live ?;sea otters ( enhydra lutris ) live along the pacific coast of north america.;medium;easy;S08_set1_a7;Knowledge
961;otter;where do sea otters live ?;the sea otter lives actually in the sea.;medium;medium;S08_set1_a7;Knowledge
962;otter;where does the word `` otter '' derive from ?;the word `` otter '' derives from the old english word otr , otor or oter.;medium;easy;S08_set1_a7;Knowledge
963;otter;where does the word `` otter '' derive from ?;the word `` otter '' derives from the old english word otr , otor or oter. this and cognate words in other indo-european languages ultimately stem from a root which also gave rise to the english words `` water '' , `` wet '' and `` winter `` .;medium;medium;S08_set1_a7;Knowledge
964;otter;does otter give birth or lay egg ?;give birth;hard;too hard;S08_set1_a7;Synthesis
965;otter;what drives sea otter almost to extinction ?;humans hunted them almost to extinction.;hard;medium;S08_set1_a7;Synthesis
966;otter;what drives sea otter almost to extinction ?;sea otters have some 200,000 hairs per square cm of skin , a rich fur for which humans hunted them almost to extinction.;hard;medium;S08_set1_a7;Synthesis
967;otter;why otters are considered as totem animals ?;the time of year associated with this is also associated with the aquarius sign of the zodiac , through which the sun passes january 20-february 19.;hard;hard;S08_set1_a7;Comprehension
968;otter;do sea otters live along the pacific coast ?;yes;easy;easy;S08_set1_a7;Knowledge
969;otter;do sea otters live along the pacific coast ?;yes;easy;easy;S08_set1_a7;Knowledge
970;otter;are otters totem animals ?;yes;easy;easy;S08_set1_a7;Knowledge
971;otter;are otters herbivores ?;no;easy;easy;S08_set1_a7;Knowledge
972;otter;are otters herbivores ?;no;easy;hard;S08_set1_a7;Knowledge
973;otter;what is the primary item in an otter 's diet ?;fish.;medium;medium;S08_set1_a7;Knowledge
974;otter;what is the primary item in an otter 's diet ?;fish;medium;medium;S08_set1_a7;Knowledge
975;otter;what is an otter 's den called ?;holt;medium;medium;S08_set1_a7;Knowledge
976;otter;what is an otter 's den called ?;holt;medium;medium;S08_set1_a7;Knowledge
977;otter;why is the giant otter becoming increasingly rare ?;poaching , habitat loss , and toxins in gold mining. ;medium;hard;S08_set1_a7;Knowledge
978;otter;why is the giant otter becoming increasingly rare ?;poaching , habitat loss , and the use of mercury in illegal alluvial gold mining;medium;medium;S08_set1_a7;Knowledge
979;otter;how do otters keep themselves warm without blubber ?;a layer of air trapped in their fur. ;hard;hard;S08_set1_a7;Analysis
980;otter;how do otters keep themselves warm without blubber ?;a layer of air trapped in their fur;hard;hard;S08_set1_a7;Analysis
981;otter;how are otters playful animals ?;the slide down snowy slopes , apparently for sheer enjoyment. ;hard;hard;S08_set1_a7;Application
982;otter;how are otters playful animals ?;they slide repeatedly down snowy slopes for sheer enjoyment.;hard;hard;S08_set1_a7;Application
983;otter;what animals are related to otters ?;weasels , polecats , and badgers;hard;hard;S08_set1_a7;Knowledge
984;otter;what traps a layer of air , and keeps them dry and warm under water ?;long guard hair;;medium;S08_set1_a7;Synthesis
985;otter;the collective noun romp is sometimes used for a group of what ?;otters;;medium;S08_set1_a7;Knowledge
986;otter;is it true that otters eat a variety of fish ?;yes;;medium;S08_set1_a7;Evaluation
987;otter;are otters playful animals ?;yes;;easy;S08_set1_a7;Knowledge
988;otter;are otters very active ?;yes;;easy;S08_set1_a7;Knowledge
989;otter;are male otters dog-otters ?;yes;;easy;S08_set1_a7;Knowledge
990;otter;an otter 's den is what ?;a holt;;medium;S08_set1_a7;Knowledge
991;otter;sea otters eat what ?;shellfish and other invertebrates;;medium;S08_set1_a7;Knowledge
992;otter;is the myth of otter 's ransom the starting point of the volsunga saga ?;yes;;easy;S08_set1_a7;Knowledge
993;otter;are male otters dog-otters , females are bitches and babies are cubs or pups ?;yes;;easy;S08_set1_a7;Synthesis
994;otter;is an otter 's den called a holt ?;yes;;easy;S08_set1_a7;Knowledge
995;otter;have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?;yes;;easy;S08_set1_a7;Knowledge
996;penguin;do penguins feed on krill ?;yes;easy;easy;S08_set1_a3;Synthesis
997;penguin;do penguins feed on krill ?;yes;easy;easy;S08_set1_a3;Synthesis
998;penguin;what is the largest living species of penguin ?;emperor penguin;easy;medium;S08_set1_a3;Knowledge
999;penguin;what is the largest living species of penguin ?;the emperor penguin ( aptenodytes forsteri );easy;medium;S08_set1_a3;Knowledge
1000;penguin;do penguins live almost exclusively in the southern hemisphere ?;yes;easy;easy;S08_set1_a3;Synthesis
1001;penguin;do penguins live almost exclusively in the southern hemisphere ?;yes;easy;easy;S08_set1_a3;Synthesis
1002;penguin;what is `` tobogganing '' ?;when penguins slide on their bellies across the snow;medium;hard;S08_set1_a3;Knowledge
1003;penguin;what is `` tobogganing '' ?;tobogganing is when penguins slide on their bellies across the snow.;medium;hard;S08_set1_a3;Knowledge
1004;penguin;why are penguins countershaded ?;for camouflage;medium;hard;S08_set1_a3;Synthesis
1005;penguin;why are penguins countershaded ?;for camouflage;medium;hard;S08_set1_a3;Synthesis
1006;penguin;are penguins afraid of humans ?;no;medium;medium;S08_set1_a3;Knowledge
1007;penguin;are penguins afraid of humans ?;no;medium;medium;S08_set1_a3;Knowledge
1008;penguin;how much time to penguins spend on land ?;half of their life;hard;hard;S08_set1_a3;Knowledge
1009;penguin;how much time to penguins spend on land ?;they spend half of their life on land.;hard;medium;S08_set1_a3;Knowledge
1010;penguin;how many species of penguins are there ?;between 17 and 20 living species;hard;medium;S08_set1_a3;Knowledge
1011;penguin;how many species of penguins are there ?;penguin biodiversity varies between 17 and 20 living species , all in the subfamily spheniscinae.;hard;hard;S08_set1_a3;Knowledge
1012;penguin;how are isabelline penguins different from most penguins ?;they have brown rather than black plumage;hard;hard;S08_set1_a3;Analysis
1013;penguin;how are isabelline penguins different from most penguins ?;because they are born with brown rather than black plumage.;hard;hard;S08_set1_a3;Analysis
1014;penguin;are penguins birds ?;yes;easy;easy;S08_set1_a3;Knowledge
1015;penguin;are penguins birds ?;yes;easy;easy;S08_set1_a3;Knowledge
1016;penguin;do penguins have a better than average sense of hearing for birds ?;yes;easy;easy;S08_set1_a3;Synthesis
1017;penguin;do penguins have a better than average sense of hearing for birds ?;no;easy;easy;S08_set1_a3;Synthesis
1018;penguin;are penguins considered `` higher waterbirds '' ?;yes;easy;easy;S08_set1_a3;Knowledge
1019;penguin;are penguins considered `` higher waterbirds '' ?;yes;easy;easy;S08_set1_a3;Knowledge
1020;penguin;what order do penguins belong to ?;sphenisciformes;medium;medium;S08_set1_a3;Knowledge
1021;penguin;what order do penguins belong to ?;sphenisciformes;medium;medium;S08_set1_a3;Knowledge
1022;penguin;what is the largest living species of penguin ?;emperor penguin;medium;medium;S08_set1_a3;Knowledge
1023;penguin;what is the largest living species of penguin ?;emperor;medium;medium;S08_set1_a3;Knowledge
1024;penguin;how tall were the tallest prehistoric penguins ?;1.80 meters;medium;medium;S08_set1_a3;Knowledge
1025;penguin;how tall were the tallest prehistoric penguins ?;as tall as an adult human;medium;hard;S08_set1_a3;Knowledge
1026;penguin;what makes penguins so agile in the water ?;their wings have become flippers;hard;hard;S08_set1_a3;Application
1027;penguin;what makes penguins so agile in the water ?;smooth plumage preserves a layer of air , ensuring buoyancy , wings are flippers;hard;hard;S08_set1_a3;Application
1028;penguin;why do penguins `` tobaggan '' ?;it conserves energy while moving quickly;hard;hard;S08_set1_a3;Application
1029;penguin;why do penguins `` tobaggan '' ?;conserves energy while moving quickly;hard;hard;S08_set1_a3;Application
1030;penguin;who spend half of their life on land and half in the oceans ?;penguins;;medium;S08_set1_a3;Knowledge
1031;penguin;what is also the distance that antarctic tourists are told to keep from penguins ?;3 meters;;medium;S08_set1_a3;Knowledge
1032;penguin;what have become flippers , useless for flight in the air ?;penguins ' wings;;medium;S08_set1_a3;Knowledge
1033;penguin;what happens when mothers lose a chick ?;they sometimes attempt to `` steal '' another chick.;;medium;S08_set1_a3;Knowledge
1034;penguin;is it true that each penguin gets a turn in the center ?;yes;;easy;S08_set1_a3;Evaluation
1035;penguin;are all penguins countershaded ?;yes;;easy;S08_set1_a3;Synthesis
1036;penguin;are penguins astonishingly agile ?;in the water they are.;;easy;S08_set1_a3;Synthesis
1037;penguin;are penguins at risk ?;yes;;easy;S08_set1_a3;Synthesis
1038;penguin;is it also possible that penguin comes from the latin pinguis , fat ?;yes;;easy;S08_set1_a3;Analysis
1039;penguin;have penguins an average sense of hearing for birds ?;yes;;easy;S08_set1_a3;Comprehension
1040;penguin;can larger penguins dive deep in case of need ?;yes;;easy;S08_set1_a3;Synthesis
1041;penguin;is the smallest penguin species the little blue penguin ( also known as the fairy penguin ) , which stands around 40 cm tall ( 16 in ) and weighs 1 kg ( 2.2 lb ) ?;yes;;easy;S08_set1_a3;Knowledge
1042;penguin;is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted palaeeudyptinae and the anthropornithinae ?;it is not even known.;;medium;S08_set1_a3;Analysis
1043;penguin;is the largest living species the emperor penguin ( aptenodytes forsteri ) ?;yes;;easy;S08_set1_a3;Knowledge
1044;penguin;is the smallest penguin species the little blue penguin ( also known as the fairy penguin ) , which stands around 40 cm tall ( 16 in ) and weighs 1 kg ( 2 ?;yes;;easy;S08_set1_a3;Knowledge
1045;penguin;what happened in a region not quite 2000 km south of the equator 35 mya ?;at least one giant penguin.;;medium;S08_set1_a3;Application
1046;polar_bear;what is the last word on the page ?;connecticut;easy;too easy;S08_set1_a4;Knowledge
1047;polar_bear;what is the last word on the page ?; ( ssn-22 );easy;too hard;S08_set1_a4;Knowledge
1048;polar_bear;is polar bear a mammal ?;yes;easy;easy;S08_set1_a4;Knowledge
1049;polar_bear;is polar bear a mammal ?;yes;easy;easy;S08_set1_a4;Knowledge
1050;polar_bear;is polar bear a carnivore ?;yes;easy;easy;S08_set1_a4;Knowledge
1051;polar_bear;is polar bear a carnivore ?;yes;easy;easy;S08_set1_a4;Knowledge
1052;polar_bear;what is largest polar bear on record ?;2200 lb;medium;medium;S08_set1_a4;Knowledge
1053;polar_bear;what is largest polar bear on record ?;a huge male , allegedly weighing 1002 kg ( 2200 lb ) shot at kotzebue sound in northwestern alaska in 1960.;medium;medium;S08_set1_a4;Knowledge
1054;polar_bear;what is polar bear 's skin color ?;white or cream;medium;easy;S08_set1_a4;Knowledge
1055;polar_bear;what is polar bear 's skin color ?;black;medium;easy;S08_set1_a4;Knowledge
1056;polar_bear;how long is polar bear 's guard hair ?;5-15 cm;medium;medium;S08_set1_a4;Knowledge
1057;polar_bear;how long is polar bear 's guard hair ?;5-15 cm;medium;medium;S08_set1_a4;Knowledge
1058;polar_bear;what is cause of polar bear 's skin diseases ?;mites or other parasites;hard;medium;S08_set1_a4;Knowledge
1059;polar_bear;what is cause of polar bear 's skin diseases ?;mites or other parasites;hard;medium;S08_set1_a4;Knowledge
1060;polar_bear;why polar bear is a special species ?;the world conservation union listed polar bears as a vulnerable species , one of three sub-categories of threatened status , in may 2006. their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.;hard;too hard;S08_set1_a4;Evaluation
1061;polar_bear;what do fossil and dna evidence tell us ?;the polar bear diverged from the brown bear about 200 thousand years ago.;hard;medium;S08_set1_a4;Knowledge
1062;polar_bear;what do fossil and dna evidence tell us ?;the polar bear diverged from the brown bear roughly 200 thousand years ago.;hard;medium;S08_set1_a4;Knowledge
1063;polar_bear;does a polar bear live in the arctic ?;yes;easy;easy;S08_set1_a4;Knowledge
1064;polar_bear;does a polar bear live in the arctic ?;yes;easy;easy;S08_set1_a4;Knowledge
1065;polar_bear;is a polar bear white in color ?;yes;easy;medium;S08_set1_a4;Knowledge
1066;polar_bear;is a polar bear white in color ?;yes;easy;easy;S08_set1_a4;Knowledge
1067;polar_bear;is a polar bear at high risk of extinction ?;yes;easy;easy;S08_set1_a4;Evaluation
1068;polar_bear;is a polar bear at high risk of extinction ?;yes;easy;easy;S08_set1_a4;Evaluation
1069;polar_bear;how heavy is a male polar bear ?;300-600 kg ( 660-1320 lb );medium;medium;S08_set1_a4;Knowledge
1070;polar_bear;how heavy is a male polar bear ?;most adult males weigh 350-650 kg;medium;too hard;S08_set1_a4;Knowledge
1071;polar_bear;how heavy was the largest polar bear on record ?;1002 kg ( 2200 lb );medium;medium;S08_set1_a4;Knowledge
1072;polar_bear;how heavy was the largest polar bear on record ?;he allegedly weighed 1002 kg;medium;medium;S08_set1_a4;Knowledge
1073;polar_bear;what does a polar bear 's fur provide ?;it provides the animal with effective camouflage.;medium;medium;S08_set1_a4;Knowledge
1074;polar_bear;what does a polar bear 's fur provide ?;a polar bear 's fur provides camouflage and insulation;medium;medium;S08_set1_a4;Knowledge
1075;polar_bear;do female polar bears weight more than the male ?;no;hard;medium;S08_set1_a4;Evaluation
1076;polar_bear;do female polar bears weight more than the male ?;no;hard;easy;S08_set1_a4;Evaluation
1077;polar_bear;how much weight do female polar bears gain during pregnancy ?;they gain double their weight.;hard;medium;S08_set1_a4;Knowledge
1078;polar_bear;how much weight do female polar bears gain during pregnancy ?;they double their weight during pregnancy;hard;medium;S08_set1_a4;Knowledge
1079;polar_bear;can polar bears be seen under infrared photography ?;polar bears are nearly invisible under infrared photography.;hard;easy;S08_set1_a4;Comprehension
1080;polar_bear;can polar bears be seen under infrared photography ?;only their breath and muzzles can be easily seen;hard;hard;S08_set1_a4;Comprehension
1081;polar_bear;what is actually black in color ?;a polar bear 's skin.;;medium;S08_set1_a4;Knowledge
1082;polar_bear;what insulate it against the cold ?;its think blubber and fur.;;medium;S08_set1_a4;Synthesis
1083;polar_bear;what includes a lengthy justification of why this species is listed as vulnerable ?;database entry.;;medium;S08_set1_a4;Evaluation
1084;polar_bear;what do with greenpeace and the natural resources defense council have in common ?;they filed lawsuits in california.;;medium;S08_set1_a4;Evaluation
1085;polar_bear;are studies insufficient evidence for global protection ?;it is arguable.;;medium;S08_set1_a4;Evaluation
1086;polar_bear;are polar bears excellent swimmers ?;yes;;easy;S08_set1_a4;Knowledge
1087;polar_bear;a semi-aquatic marine mammal , the polar bear has what ?;it has adapted for life on a combination of land , sea , and ice.;;medium;S08_set1_a4;Knowledge
1088;polar_bear;garbage is what ?;garbage is now recycled or transported to thompson , manitoba.;;medium;S08_set1_a4;Knowledge
1089;polar_bear;the bears sometimes what ?;they sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.;;medium;S08_set1_a4;Knowledge
1090;polar_bear;is the polar bear the mascot of bowdoin college ?;yes;;easy;S08_set1_a4;Knowledge
1091;polar_bear;have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?;yes;;easy;S08_set1_a4;Synthesis
1092;polar_bear;did mitchell taylor , the nunavut government manager of wildlife research , not write a letter to the u.s. fish and wildlife service arguing that local studies are insufficient evidence for global protection at this time ?;no;;easy;S08_set1_a4;Synthesis
1093;polar_bear;are cubs born in december without awakening the mother ?;yes;;easy;S08_set1_a4;Application
1094;Qatar;does qatar rank as the eighth richest country in the world per capita ?;no.;easy;easy;S08_set2_a3;Knowledge
1095;Qatar;does qatar rank as the eighth richest country in the world per capita ?;no;easy;easy;S08_set2_a3;Knowledge
1096;Qatar;do nearly all qataris profess islam ?;yes.;easy;easy;S08_set2_a3;Knowledge
1097;Qatar;do nearly all qataris profess islam ?;yes;easy;easy;S08_set2_a3;Knowledge
1098;Qatar;can women legally drive in qatar ?;yes.;easy;easy;S08_set2_a3;Application
1099;Qatar;can women legally drive in qatar ?;yes;easy;easy;S08_set2_a3;Application
1100;Qatar;when did qatar become an independent state ?;september 3 , 1971.;medium;medium;S08_set2_a3;Knowledge
1101;Qatar;when did qatar become an independent state ?;september 3 , 1971;medium;medium;S08_set2_a3;Knowledge
1102;Qatar;where is qatar 's telecommunication system centered ?;doha.;medium;medium;S08_set2_a3;Knowledge
1103;Qatar;where is qatar 's telecommunication system centered ?;doha;medium;medium;S08_set2_a3;Knowledge
1104;Qatar;where did a suicide-bombing kill a teacher in 2005 ?;at the doha players theatre.;medium;medium;S08_set2_a3;Synthesis
1105;Qatar;where did a suicide-bombing kill a teacher in 2005 ?;doha players theatre;medium;medium;S08_set2_a3;Synthesis
1106;Qatar;does the native pronunciation of qatar sound like 'cutter ' ?;yes.;hard;hard;S08_set2_a3;Knowledge
1107;Qatar;does the native pronunciation of qatar sound like 'cutter ' ?;no;hard;hard;S08_set2_a3;Knowledge
1108;Qatar;what is the arabic word for municipalities ?;baladiyah.;hard;hard;S08_set2_a3;Knowledge
1109;Qatar;what is the arabic word for municipalities ?;baladiyah;hard;hard;S08_set2_a3;Knowledge
1110;Qatar;what universities are in education city ?;carnegie mellon university , georgetown university school of foreign service , texas a &m university , virginia commonwealth university , and cornell university 's weill medical college.;hard;hard;S08_set2_a3;Knowledge
1111;Qatar;what universities are in education city ?;carnegie mellon university , georgetown university school of foreign service , texas a &m university , virginia commonwealth university , and cornell university;hard;hard;S08_set2_a3;Knowledge
1112;Qatar;what carried with it a tacit recognition of qatar 's status as distinct from bahrain ?;the british protectorate ( per colonel lewis pelly ) asking to negotiate with a representative from qatar after bahrain 's violation of the 1820 anglo-bahraini treaty.;;hard;S08_set2_a3;Knowledge
1113;Qatar;qatar became an independent sovereign state in what year ?;on september 3 , 1971.;;medium;S08_set2_a3;Synthesis
1114;Qatar;what consists of a low , barren plain , covered with sand ?;much of the country.;;medium;S08_set2_a3;Synthesis
1115;Qatar;how do qatar and the wider region relate ?;qatar is aiming to become a role model for economic and social transformation in the region. large scale investment in all social and economic sectors will also lead to the development of a strong financial market.;;too hard;S08_set2_a3;Analysis
1116;Qatar;was qatar university founded in 1973 ?;yes;;medium;S08_set2_a3;Knowledge
1117;Qatar;is qatar bordered by saudi arabia to the south ?;yes;;easy;S08_set2_a3;Analysis
1118;Qatar;what bordered by saudi ?;qatar;;medium;S08_set2_a3;Knowledge
1119;Qatar;who served as the headquarters and one of the main launching sites of the us invasion of iraq in 2003 ?;qatar.;;medium;S08_set2_a3;Knowledge
1120;Qatar;has qatar a modern telecommunication system centered in doha ?;yes;;easy;S08_set2_a3;Knowledge
1121;Qatar;was qatar university founded in 1973 ?;yes;;easy;S08_set2_a3;Knowledge
1122;Qatar;did the qataris not choose as their negotiator the respected entrepreneur and long-time resident of doha , muhammed bin thani ?;yes;;easy;S08_set2_a3;Application
1123;Qatar;will oil and gas probably remain the backbone of qatar 's economy for some time to come ?;yes;;easy;S08_set2_a3;Analysis
