ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
John_Adams	is it true that massachus08 _setts sent him in 1774 ?	yes		easy	S08_set3_a1
John_Adams	who did massachus08 _setts send in 1774 ?	john adams		hard	S08_set3_a1
John_Adams	are his last words often quoted as '' thomas jefferson survives '' . ?	yes		easy	S08_set3_a1
John_Adams	the john adams library , housed at the boston public library , contains what ?	adams 's personal collection of more than 3,500 volumes		medium	S08_set3_a1
John_Adams	adams ' opponents were what ?	democratic republicans		hard	S08_set3_a1
John_Adams	did the election of 1800 not become a bitter and volatile battle , with each side expressing extraordinary fear of the other party and its policies ?	no.		easy	S08_set3_a1
John_Adams	what happened in 1764 ?	adams married abigail smith		medium	S08_set3_a1
kangaroo	is a kangaroo a reptile ?	no	easy	easy	S08_set1_a1
kangaroo	is a kangaroo a reptile ?	no	easy	easy	S08_set1_a1
kangaroo	is a kangaroo on the australian coat of arms ?	yes	easy	easy	S08_set1_a1
kangaroo	is a kangaroo on the australian coat of arms ?	yes	easy	medium	S08_set1_a1
kangaroo	what is a collective noun for kangaroos ?	mob , troop , or court	medium	medium	S08_set1_a1
kangaroo	what is a collective noun for kangaroos ?	mob , troop , or court	medium	medium	S08_set1_a1
kangaroo	where do joeys complete postnatal development ?	marsupium	medium	medium	S08_set1_a1
kangaroo	where do joeys complete postnatal development ?	a pouch called a marsupium	medium	medium	S08_set1_a1
kangaroo	why do kangaroos have a wide bite ?	the two sides of the lower jaw are not joined together and the lower incisors are farther apart.	hard	hard	S08_set1_a1
kangaroo	why do kangaroos have a wide bite ?	because of grazing	hard	hard	S08_set1_a1
kangaroo	what is responsible for converting the hydrogen byproduct of fermentation into acetate ?	bacteria	hard	hard	S08_set1_a1
kangaroo	what is responsible for converting the hydrogen byproduct of fermentation into acetate ?	the digestive system of a kangaroo	hard	too hard	S08_set1_a1
kangaroo	are wild kangaroos shot for meat ?	yes	easy	easy	S08_set1_a1
kangaroo	are wild kangaroos shot for meat ?	yes	easy	easy	S08_set1_a1
kangaroo	have kangaroos fared well since european s08 _settlement ?	yes	easy	easy	S08_set1_a1
kangaroo	have kangaroos fared well since european s08 _settlement ?	yes	easy	easy	S08_set1_a1
kangaroo	do kangaroos have many natural predators ?	no	easy	easy	S08_set1_a1
kangaroo	do kangaroos have many natural predators ?	no	easy	easy	S08_set1_a1
kangaroo	what is the average life expectancy of a kangaroo ?	4.6 years	medium	medium	S08_set1_a1
kangaroo	what is the average life expectancy of a kangaroo ?	about 4.6 years	medium	medium	S08_set1_a1
kangaroo	when did the first official report of kangaroo blindness take place ?	1994	medium	medium	S08_set1_a1
kangaroo	when did the first official report of kangaroo blindness take place ?	1994	medium	medium	S08_set1_a1
kangaroo	what are vehicles that frequent isolated roads often fitted with ?	roo bars	medium	medium	S08_set1_a1
kangaroo	what are vehicles that frequent isolated roads often fitted with ?	roo bars	medium	medium	S08_set1_a1
kangaroo	do kangaroos eat plants ?	yes	hard	hard	S08_set1_a1
kangaroo	do kangaroos eat plants ?	yes	hard	too hard	S08_set1_a1
kangaroo	what are some extinct predators of the kangaroo ?	thylacine , marsupial lion , maagalania , and wonambi	hard	hard	S08_set1_a1
kangaroo	what are some extinct predators of the kangaroo ?	the thylacine	hard	hard	S08_set1_a1
kangaroo	is a kangaroo a marsupial ?	yes	easy	easy	S08_set1_a1
kangaroo	is the kangaroo an herbivour ?	yes	easy	medium	S08_set1_a1
kangaroo	are kangaroos shy ?	yes	easy	easy	S08_set1_a1
kangaroo	what method of locomotion do kangaroos use ?	hopping	medium	medium	S08_set1_a1
kangaroo	what is the average life expectancy of a kangaroo ?	4 to 6 years	medium	hard	S08_set1_a1
kangaroo	what is a collective noun for a kangaroo ?	a mob , troop , or court	medium	medium	S08_set1_a1
kangaroo	what is a roo ?	a kangaroo	hard	medium	S08_set1_a1
kangaroo	what is used to protect a vehicale from a kangaroo ?	roo bars	hard	hard	S08_set1_a1
kangaroo	what method is used by kangaroos to travel ?	hopping	hard	medium	S08_set1_a1
kangaroo	who asked a nearby local what the creatures were called ?	captain james cook and naturalist sir joseph banks		hard	S08_set1_a1
kangaroo	what are four species that are commonly referred to as kangaroos ?	the red kangaroo , the eastern grey kangaroo , the western grey kangaroo , and the antilopine kangaroo		too hard	S08_set1_a1
kangaroo	are kangaroos and wallabies adept swimmers ?	yes		easy	S08_set1_a1
kangaroo	are kangaroos farmed to any extent ?	no.		easy	S08_set1_a1
kangaroo	who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?	veterinarians		medium	S08_set1_a1
kangaroo	different species of kangaroos eat what ?	different diets		medium	S08_set1_a1
kangaroo	have kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?	yes		easy	S08_set1_a1
kangaroo	is a collision with a vehicle capable of killing a kangaroo ?	yes		easy	S08_set1_a1
kangaroo	was the game of marn grook played using a ball made from kangaroo by the kurnai people ?	yes		easy	S08_set1_a1
kangaroo	have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?	yes		easy	S08_set1_a1
kangaroo	is a kangaroo a marsupial from the family macropodidae ( macropods , meaning ( `` ` large foot ?	yes		easy	S08_set1_a1
kangaroo	what kinds of changes have larger kangaroos adapted much better to ?	changes wrought to the australian landscape by humans.		medium	S08_set1_a1
kangaroo	have larger kangaroos adapted much better to changes ?	yes		easy	S08_set1_a1
leopard	is the leopard smaller than the other members of panthera ?	yes	easy	easy	S08_set1_a2
leopard	is the leopard smaller than the other members of panthera ?	yes	easy	easy	S08_set1_a2
leopard	is a leopard larger and less lanky than a cheetah ?	yes	easy	easy	S08_set1_a2
leopard	is a leopard larger and less lanky than a cheetah ?	yes	easy	easy	S08_set1_a2
leopard	are large pythons potential prey for leopards ?	yes	easy	easy	S08_set1_a2
leopard	are large pythons potential prey for leopards ?	yes	easy	easy	S08_set1_a2
leopard	what may a leopard be mistaken for ?	a cheetah or a jaguar	medium	medium	S08_set1_a2
leopard	what may a leopard be mistaken for ?	a cheetah or a jaguar	medium	medium	S08_set1_a2
leopard	what is a hybrid animal resulting from a union between a leopard and a puma ?	a pumapard	medium	medium	S08_set1_a2
leopard	what is a hybrid animal resulting from a union between a leopard and a puma ?	a pumapard	medium	medium	S08_set1_a2
leopard	where do leopards often hide their kills ?	in dense vegetation	medium	medium	S08_set1_a2
leopard	where do leopards often hide their kills ?	in dense vegetation or in trees	medium	medium	S08_set1_a2
leopard	how did early naturalists distinguish between leopards and panthers ?	by the length of their tails	hard	hard	S08_set1_a2
leopard	how did early naturalists distinguish between leopards and panthers ?	by the length of the tail , panthers having longer tails than leopards	hard	hard	S08_set1_a2
leopard	what are dark leopards known as colloquially ?	black panthers	hard	hard	S08_set1_a2
leopard	what are dark leopards known as colloquially ?	black panthers	hard	too hard	S08_set1_a2
leopard	what shape are a leopard 's black ros08 _settes in east africa ?	circular	hard	hard	S08_set1_a2
leopard	what shape are a leopard 's black ros08 _settes in east africa ?	circular	hard	hard	S08_set1_a2
leopard	is the leopard an old world mammal ?	yes	easy	easy	S08_set1_a2
leopard	is the leopard an old world mammal ?	yes	easy	easy	S08_set1_a2
leopard	is the leopard an old world mammal ?	.	easy	too easy	S08_set1_a2
leopard	is the leopard of the felidae family ?	yes	easy	easy	S08_set1_a2
leopard	is the leopard of the felidae family ?	yes	easy	easy	S08_set1_a2
leopard	is the leopard one of the four 'big cats ' ?	yes	easy	easy	S08_set1_a2
leopard	is the leopard one of the four 'big cats ' ?	yes	easy	medium	S08_set1_a2
leopard	where is the leopard distributed ?	southern eurasia and africa	medium	medium	S08_set1_a2
leopard	where is the leopard distributed ?	southern eurasia and africa , from korea to south africa and spain	medium	medium	S08_set1_a2
leopard	how long is a leopard 's tail ?	60 to 110cm	medium	medium	S08_set1_a2
leopard	how long is a leopard 's tail ?	60-110cm	medium	medium	S08_set1_a2
leopard	how much does a leopard weigh ?	males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females.	medium	medium	S08_set1_a2
leopard	how much does a leopard weigh ?	 ( because of ambiguity ) - 28-90kg	medium	too hard	S08_set1_a2
leopard	does a male leopard weigh more than a female leopard ?	yes	hard	medium	S08_set1_a2
leopard	does a male leopard weigh more than a female leopard ?	yes	hard	hard	S08_set1_a2
leopard	what is the difference between leopards and cheetahs ?	the leopard has ros08 _settes rather than cheetah 's simple spots and the leopard is larger and less lanky than the cheetah.	hard	hard	S08_set1_a2
leopard	what is the difference between leopards and cheetahs ?	the leopard has ros08 _settes rather than cheetah 's simple spots , but they lack internal spots , unlike the jaguar. the leopard is larger and less lanky than the cheetah but smaller than the jaguar.	hard	hard	S08_set1_a2
leopard	how does the distribution size of the leopard compare to the distribution of other wild cats ?	as of 1996 , the leopard had the largest distribution of any wild cat , although populations before and since have shown a declining trend and are fragmented outside of subsaharan africa.	hard	hard	S08_set1_a2
leopard	how does the distribution size of the leopard compare to the distribution of other wild cats ?	the leopard had the largest distribution of any wild cat.	hard	hard	S08_set1_a2
leopard	what resembles that of the similarly-sized cougar in the americas ?	the leopard 's ecological role		medium	S08_set1_a2
leopard	what was one of the many species described in linnaeus 's 18th-century work , systema naturae ?	felis pardus		medium	S08_set1_a2
leopard	what sort of cats are solitary ?	leopards		hard	S08_set1_a2
leopard	are leopards circular ?	no		easy	S08_set1_a2
leopard	is the leopard solitary ?	yes		easy	S08_set1_a2
leopard	what centred in sierra ?	the leopard men		medium	S08_set1_a2
leopard	felis pardus was what ?	one of the many species described in linnaeus 's 18th-century work , systema naturae		medium	S08_set1_a2
leopard	has the new zealand rugby league featured the otahuhu leopards and then the tamaki leopards ?	yes		easy	S08_set1_a2
leopard	were the leopard men a west african secret society who practised cannibalism ?	yes		easy	S08_set1_a2
leopard	was the leopard tank a german designed tank which entered service in 1965 ?	yes		easy	S08_set1_a2
leopard	is the black color heritable and caused by only one recessive gene locus ?	yes		easy	S08_set1_a2
leopard	is the leopard ( panthera pardus ) an old world mammal of the felidae family and the smallest of the four ( `` ` big cats ( '' ' of the genus panthera , along with the tiger , lion , and jaguar ?	yes		easy	S08_set1_a2
leopard	can a panther be any of several species of large felid ?	yes		easy	S08_set1_a2
leopard	is the leopard an agile and graceful predator ?	yes		easy	S08_set1_a2
Liechtenstein	is liechtenstein bordered by switzerland ?	yes	easy	easy	S08_set2_a1
Liechtenstein	is liechtenstein bordered by switzerland ?	yes	easy	easy	S08_set2_a1
Liechtenstein	is liechtenstein the smallest german-speaking country in the world ?	yes	easy	easy	S08_set2_a1
Liechtenstein	is liechtenstein the smallest german-speaking country in the world ?	yes	easy	easy	S08_set2_a1
Liechtenstein	was liechtenstein part of the ancient roman province of raetia ?	yes	easy	easy	S08_set2_a1
Liechtenstein	was liechtenstein part of the ancient roman province of raetia ?	yes	easy	easy	S08_set2_a1
Liechtenstein	when was the first factory opened ?	1836	medium	medium	S08_set2_a1
Liechtenstein	when was the first factory opened ?	1836	medium	medium	S08_set2_a1
Liechtenstein	how many municipalities is liechtenstein divided into ?	11	medium	medium	S08_set2_a1
Liechtenstein	how many municipalities is liechtenstein divided into ?	11	medium	medium	S08_set2_a1
Liechtenstein	what is the national currency of liechtenstein ?	swiss franc	medium	medium	S08_set2_a1
Liechtenstein	what is the national currency of liechtenstein ?	swiss franc	medium	medium	S08_set2_a1
Liechtenstein	has leichtenstein worked to promote the county 's image by prosecuting international money-laundering ?	yes	hard	hard	S08_set2_a1
Liechtenstein	what company administers leichtenstein 's railways ?	austrian federal railways	hard	medium	S08_set2_a1
Liechtenstein	what company administers leichtenstein 's railways ?	austrian federal railways	hard	medium	S08_set2_a1
Liechtenstein	what percentage of liechtenstein 's population is foreign-born ?	two-thirds	hard	hard	S08_set2_a1
Liechtenstein	what percentage of liechtenstein 's population is foreign-born ?	67 %	hard	hard	S08_set2_a1
Liechtenstein	is there an airport in liechtenstein ?	no.	easy	easy	S08_set2_a1
Liechtenstein	is there an airport in liechtenstein ?	no	easy	easy	S08_set2_a1
Liechtenstein	is liechtenstein heavily urbanized ?	no.	easy	medium	S08_set2_a1
Liechtenstein	is liechtenstein heavily urbanized ?	no	easy	easy	S08_set2_a1
Liechtenstein	is liechtenstein doubly landlocked ?	yes.	easy	easy	S08_set2_a1
Liechtenstein	is liechtenstein doubly landlocked ?	yes	easy	easy	S08_set2_a1
Liechtenstein	does liechtenstein have an army ?	no.	medium	easy	S08_set2_a1
Liechtenstein	does liechtenstein have an army ?	no	medium	easy	S08_set2_a1
Liechtenstein	when was liechtenstein 's current constitution adopted ?	october 1921.	medium	medium	S08_set2_a1
Liechtenstein	when was liechtenstein 's current constitution adopted ?	october 1921	medium	medium	S08_set2_a1
Liechtenstein	what is the official language of liechtenstein ?	german.	medium	medium	S08_set2_a1
Liechtenstein	what is the official language of liechtenstein ?	german	medium	medium	S08_set2_a1
Liechtenstein	what countries border liechtenstein ?	switzerland and austria.	hard	medium	S08_set2_a1
Liechtenstein	what countries border liechtenstein ?	switzerland and austria	hard	hard	S08_set2_a1
Liechtenstein	what roman province was liechtenstein part of ?	raetia.	hard	medium	S08_set2_a1
Liechtenstein	what roman province was liechtenstein part of ?	raetia	hard	medium	S08_set2_a1
Liechtenstein	how many municipalities are within oberland ?	6.	hard	too hard	S08_set2_a1
Liechtenstein	how many municipalities are within oberland ?	6	hard	too hard	S08_set2_a1
Liechtenstein	what is the smallest german-speaking country in the world ?	liechtenstein		medium	S08_set2_a1
Liechtenstein	the savings and loans bank was founded , as was the first cotton-weaving mill in what year ?	1861		easy	S08_set2_a1
Liechtenstein	what enjoys one of the world 's highest standards of living ?	liechtenstein 's population		medium	S08_set2_a1
Liechtenstein	does the state court rule on the conformity of laws ?	yes		easy	S08_set2_a1
Liechtenstein	what do most recognizable international company and largest employer have in common ?	they are hilti.		medium	S08_set2_a1
Liechtenstein	is liechtenstein heavily urbanized ?	no		medium	S08_set2_a1
Liechtenstein	was liechtenstein completed in november 2000 ?	no		medium	S08_set2_a1
Liechtenstein	what completed in november ?	the kunstmuseum liechtenstein		medium	S08_set2_a1
Liechtenstein	the state court rules what ?	on the conformity of laws with the constitution		easy	S08_set2_a1
Liechtenstein	the historical society of the principality of liechtenstein plays what ?	a role in preserving the culture and history of the country.		easy	S08_set2_a1
Liechtenstein	is the museum collection also the national art collection of liechtenstein ?	yes		easy	S08_set2_a1
Liechtenstein	is there a small heliport at balzers in liechtenstein available for charter helicopter flights ?	yes		easy	S08_set2_a1
Liechtenstein	are nationals referred to by the plural : liechtensteiners ?	yes		easy	S08_set2_a1
Liechtenstein	is it a winter sports resort , although it is perhaps best known as a tax haven ?	yes		easy	S08_set2_a1
Liechtenstein	is it a winter sports resort ?	yes		medium	S08_set2_a1
Liechtenstein	is it the smallest german-speaking country in the world ?	yes		easy	S08_set2_a1
Liechtenstein	what happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords ?	the liechtenstein dynasty acquired vast swaths of land		medium	S08_set2_a1
Millard_Fillmore	did webster write , `` i can now sleep of nights '' ?	yes.	easy	easy	S08_set3_a3
Millard_Fillmore	did webster write , `` i can now sleep of nights '' ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	was the arrival of louis kossuth ( exiled leader of a failed hungarian revolution ) another issue that presented itself during fillmore 's presidency ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	was the arrival of louis kossuth ( exiled leader of a failed hungarian revolution ) another issue that presented itself during fillmore 's presidency ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	did he die at 11:10 p.m. on march 8 , 1874 , of the after-effects of a stroke ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	did he die at 11:10 p.m. on march 8 , 1874 , of the after-effects of a stroke ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	who got seward elected to the senate ?	weed	medium	medium	S08_set3_a3
Millard_Fillmore	who got seward elected to the senate ?	weed ultimately got seward elected to the senate	medium	medium	S08_set3_a3
Millard_Fillmore	where was commodore matthew c. perry sent to open japan to western trade ?	japan	medium	medium	S08_set3_a3
Millard_Fillmore	where was commodore matthew c. perry sent to open japan to western trade ?	commodore matthew c. perry send to japan	medium	hard	S08_set3_a3
Millard_Fillmore	what is the remarkable millard fillmore ?	a fake biography based on real events that happened in fillmore 's life.	medium	medium	S08_set3_a3
Millard_Fillmore	what is the remarkable millard fillmore ?	in 2007 , george pendle wrote the remarkable millard fillmore , a fake biography based on real events that happened in fillmore 's life	medium	medium	S08_set3_a3
Millard_Fillmore	did fillmore form a law partnership before or after he founded the private university of buffalo ?	before.	hard	hard	S08_set3_a3
Millard_Fillmore	did fillmore form a law partnership before or after he founded the private university of buffalo ?	law partnership founded before university of buffalo	hard	hard	S08_set3_a3
Millard_Fillmore	did fillmore run for president a second time ?	yes	hard	medium	S08_set3_a3
Millard_Fillmore	did fillmore run for president a second time ?	i don 't know ( semantic ambiguity )	hard	too hard	S08_set3_a3
Millard_Fillmore	how long after the death of his first wife did fillmore marry caroline mcintosh ?	where is the death date of his first wife ?	hard	too hard	S08_set3_a3
Millard_Fillmore	was millard fillmore the thirteenth president of the united states ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	was millard fillmore the thirteenth president of the united states ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	was millard fillmore born on january 7 , 1800 ?	yes	easy	medium	S08_set3_a3
Millard_Fillmore	was millard fillmore born on january 7 , 1800 ?	yes	easy	easy	S08_set3_a3
Millard_Fillmore	did millard fillmore die on march 8 , 1974 ?	no	easy	easy	S08_set3_a3
Millard_Fillmore	did millard fillmore die on march 8 , 1974 ?	no	easy	easy	S08_set3_a3
Millard_Fillmore	where was millard fillmore born ?	in a log cabin in summerhill , new york	medium	easy	S08_set3_a3
Millard_Fillmore	where was millard fillmore born ?	in a log cabin in summerhill , new york	medium	medium	S08_set3_a3
Millard_Fillmore	to whom was millard fillmore born to ?	to nathaniel and phoebe millard fillmore	medium	easy	S08_set3_a3
Millard_Fillmore	to whom was millard fillmore born to ?	to nathaniel and phoebe millard fillmore	medium	medium	S08_set3_a3
Millard_Fillmore	who did millard fillmore fall in love with ?	he fell in love with abigail powers	medium	easy	S08_set3_a3
Millard_Fillmore	who did millard fillmore fall in love with ?	abigail powers	medium	medium	S08_set3_a3
Millard_Fillmore	what did taylor and fillmore disagree upon ?	slavory issues	hard	easy	S08_set3_a3
Millard_Fillmore	what did taylor and fillmore disagree upon ?	taylor and fillmore disagreed on the slavery issue in the new western territories taken from mexico in the mexican-american war	hard	medium	S08_set3_a3
Millard_Fillmore	how did fillmore ascend to the presidency ?	upon the death of the sitting president , taylor	hard	medium	S08_set3_a3
Millard_Fillmore	how did fillmore ascend to the presidency ?	official white house portrait of millard fillmorefillmore ascended to the presidency upon the sudden and unexpected death of president taylor in july 1850.	hard	hard	S08_set3_a3
Millard_Fillmore	how did the supporters of henry clay feel about fillmore in 1848 ?	they were ok with him	hard	too hard	S08_set3_a3
Millard_Fillmore	how did the supporters of henry clay feel about fillmore in 1848 ?	angry	hard	hard	S08_set3_a3
Millard_Fillmore	who was first apprenticed to a fuller to learn the cloth-making trade ?	millard fillmore		easy	S08_set3_a3
Millard_Fillmore	he founded the private university of buffalo on what date ?	1846		easy	S08_set3_a3
Millard_Fillmore	who or what fell in love with abigail powers ?	millard fillmore		easy	S08_set3_a3
Millard_Fillmore	was fillmore one of the founders of the university of buffalo ?	yes		easy	S08_set3_a3
Millard_Fillmore	was another primary objective of fillmore to preserve the union from the intensifying slavery debate ?	yes		easy	S08_set3_a3
Millard_Fillmore	was fillmore the second chancellor , a position he maintained while both vice president and president ?	no		easy	S08_set3_a3
Millard_Fillmore	is fillmore the first of two presidents to have been an indentured servant ?	yes		easy	S08_set3_a3
Millard_Fillmore	is the comic strip mallard fillmore named after the president ?	yes		easy	S08_set3_a3
Millard_Fillmore	was fillmore the first u.s. president born after the death of a former president ?	yes		easy	S08_set3_a3
Millard_Fillmore	did fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?	no		easy	S08_set3_a3
Millard_Fillmore	what happened in a log cabin in summerhill , new york ?	fillmore was born		easy	S08_set3_a3
Nikola_Tesla	who was born precisely at midnight during an electrical storm , to a serbian family in the village of smiljan near gospić , in the lika region of the croatian krajina in military frontier ( part of the austrian empire ) , in the present-day croatia . ?	nikola tesla		easy	S08_set4_a3
Nikola_Tesla	are there at least two films describing tesla 's life ?	yes.		easy	S08_set4_a3
Nikola_Tesla	have a number of live theatrical plays based on tesla 's life been produced and staged worldwide ?	yes.		easy	S08_set4_a3
otter	do sea otters have long muscular tails ?	no	easy	medium	S08_set1_a7
otter	do sea otters have long muscular tails ?	no	easy	medium	S08_set1_a7
otter	can otters survive in cold water ?	yes	easy	medium	S08_set1_a7
otter	can otters survive in cold water ?	yes	easy	medium	S08_set1_a7
otter	does the giant otter inhabit south africa ?	no	easy	easy	S08_set1_a7
otter	does the giant otter inhabit south africa ?	no	easy	easy	S08_set1_a7
otter	how many species of otter are there ?	13	medium	easy	S08_set1_a7
otter	how many species of otter are there ?	13	medium	medium	S08_set1_a7
otter	what do river otters eat ?	a variety of fish and shellfish , as well as small land mammals and birds	medium	easy	S08_set1_a7
otter	what do river otters eat ?	a variety of fish and shellfish , as well as small land mammals and birds	medium	medium	S08_set1_a7
otter	how much do sea otters weigh ?	30 kg ( about 65 pounds )	medium	easy	S08_set1_a7
otter	how much do sea otters weigh ?	30 kg ( about 65 pounds )	medium	medium	S08_set1_a7
otter	how do sea otters insulate themselves ?	a layer of air trapped in their fur	hard	hard	S08_set1_a7
otter	how do sea otters insulate themselves ?	as with other species of otter , they rely on a layer of air trapped in their fur , which they keep topped up by blowing into the fur from their mouths.	hard	hard	S08_set1_a7
otter	why are sea otters nearly extinct ?	they 've been hunted for their fur	hard	hard	S08_set1_a7
otter	why are sea otters nearly extinct ?	sea otters have some 200,000 hairs per square cm of skin , a rich fur for which humans hunted them	hard	hard	S08_set1_a7
otter	what is one of the challenges of re-establishing a population of eurasian otters in the uk ?	roadkill deaths	hard	hard	S08_set1_a7
otter	what is one of the challenges of re-establishing a population of eurasian otters in the uk ?	roadkill deaths have become one of the significant threats to the success of their re-establishment.	hard	hard	S08_set1_a7
otter	is otter a kind of mammal ?	yes	easy	easy	S08_set1_a7
otter	is otter a kind of mammal ?	yes.	easy	easy	S08_set1_a7
otter	how many species and genera does otter have ?	13 species and 7 genera	easy	easy	S08_set1_a7
otter	how many species and genera does otter have ?	13 species in 7 genera.	easy	medium	S08_set1_a7
otter	do otters live in water ?	yes	easy	hard	S08_set1_a7
otter	do otters live in water ?	yes.	easy	easy	S08_set1_a7
otter	what do river otters eat ?	river otters eat a variety of fish and shellfish , as well as small land mammals and birds.	medium	easy	S08_set1_a7
otter	what do river otters eat ?	river otters eat a variety of fish and shellfish , as well as small land mammals and birds.	medium	medium	S08_set1_a7
otter	where do sea otters live ?	sea otters ( enhydra lutris ) live along the pacific coast of north america.	medium	easy	S08_set1_a7
otter	where do sea otters live ?	the sea otter lives actually in the sea.	medium	medium	S08_set1_a7
otter	where does the word `` otter '' derive from ?	the word `` otter '' derives from the old english word otr , otor or oter.	medium	easy	S08_set1_a7
otter	where does the word `` otter '' derive from ?	the word `` otter '' derives from the old english word otr , otor or oter. this and cognate words in other indo-european languages ultimately stem from a root which also gave rise to the english words `` water '' , `` wet '' and `` winter `` .	medium	medium	S08_set1_a7
otter	does otter give birth or lay egg ?	give birth	hard	too hard	S08_set1_a7
otter	what drives sea otter almost to extinction ?	humans hunted them almost to extinction.	hard	medium	S08_set1_a7
otter	what drives sea otter almost to extinction ?	sea otters have some 200,000 hairs per square cm of skin , a rich fur for which humans hunted them almost to extinction.	hard	medium	S08_set1_a7
otter	why otters are considered as totem animals ?	the time of year associated with this is also associated with the aquarius sign of the zodiac , through which the sun passes january 20-february 19.	hard	hard	S08_set1_a7
otter	do sea otters live along the pacific coast ?	yes	easy	easy	S08_set1_a7
otter	do sea otters live along the pacific coast ?	yes	easy	easy	S08_set1_a7
otter	are otters totem animals ?	yes	easy	easy	S08_set1_a7
otter	are otters herbivores ?	no	easy	easy	S08_set1_a7
otter	are otters herbivores ?	no	easy	hard	S08_set1_a7
otter	what is the primary item in an otter 's diet ?	fish.	medium	medium	S08_set1_a7
otter	what is the primary item in an otter 's diet ?	fish	medium	medium	S08_set1_a7
otter	what is an otter 's den called ?	holt	medium	medium	S08_set1_a7
otter	what is an otter 's den called ?	holt	medium	medium	S08_set1_a7
otter	why is the giant otter becoming increasingly rare ?	poaching , habitat loss , and toxins in gold mining. 	medium	hard	S08_set1_a7
otter	why is the giant otter becoming increasingly rare ?	poaching , habitat loss , and the use of mercury in illegal alluvial gold mining	medium	medium	S08_set1_a7
otter	how do otters keep themselves warm without blubber ?	a layer of air trapped in their fur. 	hard	hard	S08_set1_a7
otter	how do otters keep themselves warm without blubber ?	a layer of air trapped in their fur	hard	hard	S08_set1_a7
otter	how are otters playful animals ?	the slide down snowy slopes , apparently for sheer enjoyment. 	hard	hard	S08_set1_a7
otter	how are otters playful animals ?	they slide repeatedly down snowy slopes for sheer enjoyment.	hard	hard	S08_set1_a7
otter	what animals are related to otters ?	weasels , polecats , and badgers	hard	hard	S08_set1_a7
otter	what traps a layer of air , and keeps them dry and warm under water ?	long guard hair		medium	S08_set1_a7
otter	the collective noun romp is sometimes used for a group of what ?	otters		medium	S08_set1_a7
otter	is it true that otters eat a variety of fish ?	yes		medium	S08_set1_a7
otter	are otters playful animals ?	yes		easy	S08_set1_a7
otter	are otters very active ?	yes		easy	S08_set1_a7
otter	are male otters dog-otters ?	yes		easy	S08_set1_a7
otter	an otter 's den is what ?	a holt		medium	S08_set1_a7
otter	sea otters eat what ?	shellfish and other invertebrates		medium	S08_set1_a7
otter	is the myth of otter 's ransom the starting point of the volsunga saga ?	yes		easy	S08_set1_a7
otter	are male otters dog-otters , females are bitches and babies are cubs or pups ?	yes		easy	S08_set1_a7
otter	is an otter 's den called a holt ?	yes		easy	S08_set1_a7
otter	have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?	yes		easy	S08_set1_a7
penguin	do penguins feed on krill ?	yes	easy	easy	S08_set1_a3
penguin	do penguins feed on krill ?	yes	easy	easy	S08_set1_a3
penguin	what is the largest living species of penguin ?	emperor penguin	easy	medium	S08_set1_a3
penguin	what is the largest living species of penguin ?	the emperor penguin ( aptenodytes forsteri )	easy	medium	S08_set1_a3
penguin	do penguins live almost exclusively in the southern hemisphere ?	yes	easy	easy	S08_set1_a3
penguin	do penguins live almost exclusively in the southern hemisphere ?	yes	easy	easy	S08_set1_a3
penguin	what is `` tobogganing '' ?	when penguins slide on their bellies across the snow	medium	hard	S08_set1_a3
penguin	what is `` tobogganing '' ?	tobogganing is when penguins slide on their bellies across the snow.	medium	hard	S08_set1_a3
penguin	why are penguins countershaded ?	for camouflage	medium	hard	S08_set1_a3
penguin	why are penguins countershaded ?	for camouflage	medium	hard	S08_set1_a3
penguin	are penguins afraid of humans ?	no	medium	medium	S08_set1_a3
penguin	are penguins afraid of humans ?	no	medium	medium	S08_set1_a3
penguin	how much time to penguins spend on land ?	half of their life	hard	hard	S08_set1_a3
penguin	how much time to penguins spend on land ?	they spend half of their life on land.	hard	medium	S08_set1_a3
penguin	how many species of penguins are there ?	between 17 and 20 living species	hard	medium	S08_set1_a3
penguin	how many species of penguins are there ?	penguin biodiversity varies between 17 and 20 living species , all in the subfamily spheniscinae.	hard	hard	S08_set1_a3
penguin	how are isabelline penguins different from most penguins ?	they have brown rather than black plumage	hard	hard	S08_set1_a3
penguin	how are isabelline penguins different from most penguins ?	because they are born with brown rather than black plumage.	hard	hard	S08_set1_a3
penguin	are penguins birds ?	yes	easy	easy	S08_set1_a3
